locality_code,locality_name,upz_name,neighborhood_name,zone_number,cantidad_barrios
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Los Tres Reyes I Etapa,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Maria Cano,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Mirador De La Estancia,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Perdomo Alto,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Rincón De Galicia,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Rincón De La Estancia,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Rincon De La Valvanera,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,San Antonio Del Mirador,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,San Isidro,8,3
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,San Rafael Del Alto De La Estancia,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Santa Viviana,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Sierra Morena,8,2
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Tres Reyes Ii Sector,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Urb. Balmoral Rincón De La Valvanera,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Urbanización Balmoral Ii,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Urbanización Barlovento,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Urbanización Calabria,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Urbanización Galicia,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Urbanización India Catalina,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Urbanización La Estancia,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Urbanización La Llanada,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Urbanización La Riviera Del Sur,8,1
ciudad_bolivar,Ciudad Bolívar,Ismael Perdomo,Urbanización Peñon Del Cortijo,8,1
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Arborizadora Alta,8,1
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Bellavista,8,4
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Empresa Comunitaria Manuela Beltrán,8,1
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Jerusalén,2,1
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Jerusalén Sector Bellavista,8,1
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Jerusalén Sector El Plan,8,1
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Jerusalén Sector La Isla,8,1
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Jerusalén Sector Las Brisas,8,1
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Jerusalén Sector Media Loma,8,1
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Jerusalén Sector Nueva Argentina,8,1
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Jerusalén Sector Paraíso,8,1
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Jerusalén Sector Plan Canteras,8,1
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Jerusalén Sector Potosí,8,1
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Jerusalén Sector Pradera,8,1
ciudad_bolivar,Ciudad Bolívar,Jerusalén,La Pradera,8,2
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Las Brisas,8,5
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Las Vegas De Potosí,8,1
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Potosí,8,2
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Urbanización La Milagrosa,8,1
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Verona,8,1
ciudad_bolivar,Ciudad Bolívar,Jerusalén,Villa Candelaria,8,1
sumapaz,Sumapaz,Sumapaz,Betania,1,4
sumapaz,Sumapaz,Sumapaz,Capitolio,1,1
sumapaz,Sumapaz,Sumapaz,Concepción,1,1
sumapaz,Sumapaz,Sumapaz,Corona,1,1
sumapaz,Sumapaz,Sumapaz,Frailejonal,1,1
sumapaz,Sumapaz,Sumapaz,Las Ánimas,1,1
sumapaz,Sumapaz,Sumapaz,Los Ríos,1,1
sumapaz,Sumapaz,Sumapaz,Nazareth,1,1
sumapaz,Sumapaz,Sumapaz,Nueva Granada,1,3
sumapaz,Sumapaz,Sumapaz,Peñaliza,1,1
sumapaz,Sumapaz,Sumapaz,San Juan,1,1
sumapaz,Sumapaz,Sumapaz,Taquecitos,1,1
sumapaz,Sumapaz,Sumapaz,Tolda Fría,1,1
sumapaz,Sumapaz,Sumapaz,Tunal Alto,1,1
sumapaz,Sumapaz,Sumapaz,Tunal Bajo,1,1
